id,answer,property_value,bleurt_score
Q660241,spear,spear,0.8485687375068665
Q5976939,stelly,stelly,0.9641398787498474
Q21642332,model,model,0.5310764312744141
Q4757445,actor,actor,0.5767977237701416
Q7812365,joely,joely fisher,0.43238550424575806
Q94081,television actor,television actor,0.8891075253486633
Q20685578,1920,1920-09-13,0.4471893310546875
Q6307749,,+1968-00-00T00:00:00Z,0.07209770381450653
Q16745386,hammond,hammond,0.9337579607963562
Q22695814,denver,denver,0.9479804635047913
Q2076766,united state,united state,0.9919833540916443
Q515183,actor,television actor,0.1935839205980301
Q3734255,charlotte walker,charlotte walker,0.9347680807113647
Q1909174,film actor,film actor,0.8629913330078125
Q6397076,actor,television actor,0.1935839205980301
Q5942570,beijing,beijing,0.9705790877342224
Q7025276,swansea university,swansea university,0.9533461332321167
Q55609119,television actor,television actor,0.8891075253486633
Q562561,,united state,0.02185286581516266
Q453501,2019,2019-01-27,0.43985146284103394
Q5365687,screenwriter,screenwriter,0.8943785429000854
Q5115892,charle okechukww C. venn,charle okechukww C. venn,0.984045684337616
Q3125878,,university of michigan,-0.027891427278518677
Q7319557,actor,actor,0.5767977237701416
Q42716717,cham,Q37107792,0.024540439248085022
Q6894730,united kingdom,united kingdom,0.9348112344741821
Q948929,actor,film actor,0.13960686326026917
Q9600735,voice actor,voice actor,0.8491813540458679
Q6557933,sport commentator,sport commentator,0.9816187024116516
Q27861874,,united state,0.02185286581516266
Q4720657,film actor,film actor,0.8629913330078125
Q3237664,voice actor,actor,0.1728450059890747
Q3395525,comedian,television presenter,0.10254086554050446
Q5526123,united kingdom,united kingdom,0.9348112344741821
Q7279378,artist,choreographer,0.06322024762630463
Q225456,film actor,film actor,0.8629913330078125
Q22610237,johnston,johnston,0.884941041469574
Q2668776,hollingsworth morse,hollingsworth morse,0.9341678023338318
Q2099482,portsmouth,portsmouth,0.8839402794837952
Q15975695,mack,mack,0.9344248175621033
Q579804,film actor,film actor,0.8629913330078125
Q1953405,film director,film director,0.893515944480896
Q5593083,united kingdom,united kingdom,0.9348112344741821
Q5113434,1967,1967-08-22,0.38527345657348633
Q3036763,united state,united state,0.9919833540916443
Q323452,nellie smith,nellie smith,0.9497419595718384
Q6660698,1864,+1864-00-00T00:00:00Z,0.23198914527893066
Q7308533,film director,film director,0.893515944480896
Q2979423,barrister,barrister,0.845572292804718
Q106997,westlake high school,westlake high school,0.9221093058586121
Q16013652,united state,united state,0.9919833540916443
Q260124,film actor,film actor,0.8629913330078125
Q964783,actor,actor,0.5767977237701416
Q4129653,greenfield,greenfield,0.9282253384590149
Q4353860,actor,actor,0.5767977237701416
Q318991,judith elmaleh,judith elmaleh,1.0143777132034302
Q3539595,film director,film director,0.893515944480896
Q6767050,united kingdom,united kingdom,0.9348112344741821
Q4834011,"august 12, 1891",1891-08-12,0.7849674820899963
Q1029359,,new york university,-0.007594048976898193
Q7305593,pepper,pepper,0.8278369903564453
Q6266362,,united state,0.02185286581516266
Q3663586,author,writer,0.2809508442878723
Q531868,film actor,film actor,0.8629913330078125
Q439585,zinser,zinser,0.8093525767326355
Q435012,raitano,raitano,1.021101713180542
Q6178214,"november 10, 1969",1969-11-10,0.8087835907936096
Q4383845,actor,television actor,0.1935839205980301
Q530550,television presenter,television presenter,0.943567156791687
Q1878877,russell,russell,0.8391883373260498
Q20723206,lo angele,lo angele,1.0596922636032104
Q3098635,united kingdom,united kingdom,0.9348112344741821
Q961080,television actor,television actor,0.8891075253486633
Q5537906,,actor,0.02501051127910614
Q355059,1987,1987-05-13,0.4253053665161133
Q5125947,stephen,stephen,0.8980876803398132
Q57708726,actor,actor,0.5767977237701416
Q290063,,united state,0.02185286581516266
Q47492958,actor,television actor,0.1935839205980301
Q7976077,journalist,journalist,0.5768239498138428
Q235959,model,model,0.5310764312744141
Q1421133,performer,actor,0.18846160173416138
Q2378394,director and film actor,film actor,0.39756056666374207
Q16930213,,1898-04-16,0.1061464175581932
Q3015853,screenwriter,screenwriter,0.8943785429000854
Q16015213,actor,actor,0.5767977237701416
Q2907774,stunt performer,stunt performer,0.9462226033210754
Q443040,gibb,gibb,1.016880750656128
Q3550451,comedian,comedian,0.8146336078643799
Q11996391,,actor,0.02501051127910614
Q4749430,modeling,model,0.47361719608306885
Q15429336,,double bas,0.01567476987838745
Q718735,glasgow,glasgow,0.9410240650177002
Q16014857,television actor,television actor,0.8891075253486633
Q6990041,september 1909,1909-09-22,0.7291005253791809
Q3939895,,high school of performing art,-0.03441639244556427
Q6848550,,united state,0.02185286581516266
Q15080276,film actor,film actor,0.8629913330078125
Q2347566,after a long battle with cancer,natural cause,0.07306980341672897
Q5531229,united kingdom of great britain and ireland,united kingdom of great britain and ireland,0.997732937335968
Q16148924,a renowned institution in florida,the art institute of fort lauderdale,0.20073311030864716
Q26197347,cassell,cassell,0.9570359587669373
Q6775413,film director,film director,0.893515944480896
Q1337229,1989,1989-12-16,0.4950295686721802
Q5236272,united state,united state,0.9919833540916443
Q1064818,smith,smith,0.7315431237220764
Q1148937,wale,wale,0.7207145094871521
Q5387899,film actor,film actor,0.8629913330078125
Q2603394,walter slezak,walter slezak,1.0267763137817383
Q22704870,,united state,0.02185286581516266
Q15485534,cinematographer,cinematographer,0.913989782333374
Q7351191,film actor,film actor,0.8629913330078125
Q7619414,actor,television actor,0.1935839205980301
Q1755953,london,london,0.7344843745231628
Q3047198,1992,1992-09-12,0.38739556074142456
Q268436,actor,actor,0.5767977237701416
Q5585305,"september 27, 1936",1936-09-27,0.8140667080879211
Q2516986,lake oswego high school,lake oswego high school,0.9835948348045349
Q61771356,1861,1861-10-02,0.3960854709148407
Q5353228,united state,united state,0.9919833540916443
Q3660512,,voice,0.03794799745082855
Q2842431,"june 17, 1978",1978-06-17,0.7043890357017517
Q270660,lycée françai de lo angele,lycée françai de lo angele,0.9940643906593323
Q15702396,steel,steel,0.7601386904716492
Q176455,,golden globe award for best actres in a motion picture – musical or comedy,0.050226159393787384
Q13548136,director,film director,0.2628251016139984
Q7596006,model,model,0.5310764312744141
Q2994814,,1947-06-18,0.07137409597635269
Q236303,classical musician,violinist,0.12908506393432617
Q24565204,diabetes,diabetes,0.8004523515701294
Q128821,chicago,chicago,0.8835649490356445
Q5959737,,california,0.07449337840080261
Q378200,united state,united state,0.9919833540916443
Q738521,stage actor,stage actor,0.8314184546470642
Q7405123,mountview academy of theatre art,mountview academy of theatre art,0.941964328289032
Q234356,,voice,0.03794799745082855
Q2850383,"august 26, 1931",1931-08-26,0.8314403295516968
Q1702824,1984,1984-03-27,0.4404076933860779
Q3242448,brookdale community college,brookdale community college,0.9337841868400574
Q115347,university of pennsylvania,university of pennsylvania,0.9137316942214966
Q19571964,elk grove,elk grove,0.8881806135177612
Q29043333,1936,1936-10-06,0.46973103284835815
Q6170100,united kingdom of great britain and ireland,united kingdom of great britain and ireland,0.997732937335968
Q520001,alexandra maria lara,alexandra maria lara,1.003707766532898
Q15873,rock music and astrophysic,singing,-0.030670329928398132
Q1239533,,voice,0.03794799745082855
Q236089,spain,spain,0.8742422461509705
Q55282009,"december 31, 1974",1973-12-31,0.7359198927879333
Q6220032,mason,mason,0.9248643517494202
Q601526,montreal,montreal,0.892716109752655
Q5044267,1927,1927-02-25,0.5850988030433655
Q38195662,film actor,film actor,0.8629913330078125
Q4760129,1932,1932-09-15,0.43845516443252563
Q5200147,actres,actor,0.15664337575435638
Q19840808,2018,2018-07-11,0.3131595551967621
Q6831016,saint paul,saint paul,0.9516000747680664
Q21935460,october 1919,1919-10-25,0.5064327120780945
Q2851718,,hollywood,0.04530784487724304
Q926362,prostate cancer,natural cause,0.05095730721950531
Q1351561,voice actor,composer,0.027456432580947876
Q1230751,lo angele,lo angele,1.0596922636032104
Q320218,St. augustine high school,St. augustine high school,0.9347683787345886
Q7373432,actor,actor,0.5767977237701416
Q2341056,actres,voice actor,0.04252912104129791
Q7966394,united kingdom of great britain and ireland,united kingdom of great britain and ireland,0.997732937335968
Q538842,,ella & the boy,0.00355413556098938
Q230530,southern methodist university,southern methodist university,0.9682028293609619
Q1378858,actor,actor,0.5767977237701416
Q21282402,actor,film actor,0.13960686326026917
Q296287,actor,television actor,0.1935839205980301
Q518581,,1928-04-28,0.11385516822338104
Q46677,,arapahoe high school,0.0009721070528030396
Q3812969,voice actres,voice actor,0.5975965857505798
Q3645456,carradine,carradine,1.0031830072402954
Q6791285,actor,actor,0.5767977237701416
Q2702964,actor,television actor,0.1935839205980301
Q241854,stockholm,stockholm,0.7196853160858154
Q6757560,united state,united state,0.9919833540916443
Q2481925,heart failure,heart failure,0.9068176746368408
Q932444,actres,stage actor,0.08603935688734055
Q6529406,,1931-02-02,0.11489847302436829
Q280975,philadelphia,philadelphia,0.9698807001113892
Q7964331,theatrical director and actor,television actor,0.4074956178665161
Q4353380,,1968-09-19,0.03451548516750336
Q5081867,dancer,dancer,0.6719051003456116
Q5607645,1958,1958-08-13,0.4533874988555908
Q4936770,ashwell,ashwell,0.9376235604286194
Q817734,stage actor,stage actor,0.8314184546470642
Q3375212,actor and director,actor,0.32922691106796265
Q455494,theatrical performer,stage actor,0.41209906339645386
Q4684823,united state,united state,0.9919833540916443
Q3833374,actor,actor,0.5767977237701416
Q3101481,chandler,chandler,1.0194728374481201
Q56742494,jame wallack,henry john wallack,0.26867222785949707
Q5241106,actor,actor,0.5767977237701416
Q467423,musician and actor,actor,0.36027973890304565
Q6258947,,voice,0.03794799745082855
Q155378,storyteller,playwright,0.050641417503356934
Q2157623,new york city,new york city,0.9141663908958435
Q766825,,voice,0.03794799745082855
Q7859798,united state,united state,0.9919833540916443
Q4119,"radio journalist, film actor",film actor,0.5627371668815613
Q585182,television director,television director,0.878850519657135
Q6500345,,epilepsy,0.03676370531320572
Q326856,entertainer,actor,0.0978124588727951
Q1276587,baio,baio,1.0200555324554443
Q12767340,vocal performer,singer,0.24783089756965637
Q6179248,phoebe Eclair-Powell,phoebe Eclair-Powell,0.9847559332847595
Q314841,screenwriter,screenwriter,0.8943785429000854
Q511948,model,model,0.5310764312744141
Q19667270,entertainer,actor,0.0978124588727951
Q7173443,1946,1946-08-27,0.45133256912231445
Q289545,evening standard british film award,evening standard british film award,0.9201971292495728
Q10272423,,united state,0.02185286581516266
Q7488843,1970,1970-12-31,0.3169104754924774
Q23054674,actor,actor,0.5767977237701416
Q18221462,actor,actor,0.5767977237701416
Q239223,defer,defer,0.89740389585495
Q5026200,united kingdom of great britain and ireland,united kingdom of great britain and ireland,0.997732937335968
Q1262726,guitar,guitar,0.6784240007400513
Q1067262,st laurence school,st laurence school,0.937739908695221
Q313918,lo angele county high school for the art,lo angele county high school for the art,0.9793684482574463
Q1277484,,1922-10-09,0.10014119744300842
Q182580,temple,temple,0.7574781775474548
Q236946,,master school,0.0184391587972641
Q3176482,kansa city,kansa city,0.9200353026390076
Q5041204,stage magician,stage magician,0.8441925644874573
Q3643483,1964,1964-04-10,0.32504773139953613
Q3242516,roy,roy,0.9271896481513977
Q16240726,1967-12,1967-12-12,0.8814778923988342
Q20708288,,la mirada,0.02079632878303528
Q16302234,actor,actor,0.5767977237701416
Q21285349,maingi,Q37118933,0.05633784085512161
Q3326292,islam,islam,0.8064001202583313
Q27832719,bloemfontein,bloemfontein,0.8779695630073547
Q465471,1979,1979-09-09,0.5320507287979126
Q493263,1984,1984-02-23,0.484841525554657
Q9175613,,1927-04-21,0.13078531622886658
Q3176699,jacquet,jacquet,0.9921614527702332
Q29838156,,+1999-00-00T00:00:00Z,0.07943785190582275
Q151935,"Wichita, kansa",wichita,0.5277077555656433
Q5367390,actres,film actor,0.08464165776968002
Q21472860,united state,united state,0.9919833540916443
Q5252995,december 1957,1957-12-03,0.6213240623474121
Q6814106,melvin dougla william,melvin dougla william,0.9795210361480713
Q5249920,montclair,montclair,0.9187673926353455
Q12247665,model,model,0.5310764312744141
Q16886098,film screenwriter,film screenwriter,0.9294096827507019
Q739522,heart failure,natural cause,0.04618586599826813
Q188375,,o,0.09050166606903076
Q56753943,,1875-09-06,0.0932234451174736
Q6828636,podcaster,podcaster,0.9080398678779602
Q22963868,1972,1972-09-16,0.32379233837127686
Q3002057,,springfield township high school,-0.06391726434230804
Q2345157,st Bede's catholic high school,st Bede's catholic high school,0.9573540091514587
Q6525481,,california,0.07449337840080261
Q6558022,baltimore,baltimore,0.9332461953163147
Q20478421,translator,translator,0.8975968360900879
Q7822376,film actor,film actor,0.8629913330078125
Q16843143,,united state,0.02185286581516266
Q1701554,film director,film director,0.893515944480896
Q4932564,director,film director,0.2628251016139984
Q615910,lerner,lerner,0.9065427184104919
Q16226409,simon,simon,0.9091071486473083
Q57977792,november 1992,1992-11-18,0.6781759858131409
Q40228,"december 17, 1971",1971-12-17,0.7390273213386536
Q2373146,lubbock,lubbock,1.0424020290374756
Q5336295,,united state,0.02185286581516266
Q7648424,nicola roeg,nicola roeg,1.0204651355743408
Q47487656,film industry,theater art,0.08657456189393997
Q716602,,university of southern california,-0.03702592849731445
Q744785,united state,united state,0.9919833540916443
Q1282805,actor,actor,0.5767977237701416
Q443413,william,william,0.7644957304000854
Q5548277,mun,mun,0.877096951007843
Q7340583,entertainer,actor,0.0978124588727951
Q177110,film actor,film actor,0.8629913330078125
Q7562952,actor,actor,0.5767977237701416
Q298694,new dorp high school,new dorp high school,0.905415952205658
Q6163711,,royal academy of dramatic art,-0.01118268072605133
Q4370991,ukraine,russia,0.2529267966747284
Q4772144,bowling,bowling,0.7999506592750549
Q430893,actor and director,actor,0.32922691106796265
Q4727525,lycee francai charle de gaulle,lycee francai charle de gaulle,1.0354329347610474
Q6352415,television acting,television actor,0.6826459765434265
Q5346232,tilton,tilton,0.9500744938850403
Q16587598,actor,actor,0.5767977237701416
Q336018,"screenwriter, director, producer, and librettist",librettist,0.45262885093688965
Q2285386,actor,actor,0.5767977237701416
Q3157216,leukemia,leukemia,0.828448474407196
Q429391,actor,actor,0.5767977237701416
Q1672927,singer,singer,0.7661882042884827
Q3018037,hockey,ice hockey,0.37752193212509155
Q471128,film actor,film actor,0.8629913330078125
Q5105687,actor,actor,0.5767977237701416
Q5516056,blean,blean,1.044325351715088
Q1260972,ukraine,united state,0.016134187579154968
Q3645482,fischer,fischer,0.952330470085144
Q1216057,1848-01-01,1848-01-01,1.0271174907684326
Q526201,university of saskatchewan,university of saskatchewan,0.950554609298706
Q1362791,,united kingdom,0.012348279356956482
Q3023139,screenwriter,screenwriter,0.8943785429000854
Q546253,,london,0.05919251590967178
Q863206,dramatist,writer,0.014065131545066833
Q15864688,1864,1864-02-15,0.4155881404876709
Q5548313,,Asia's most influential philippine,-0.006662815809249878
Q352846,2023-09-12,2023-10-24,0.5968287587165833
Q4886309,actor,actor,0.5767977237701416
Q5977943,actor,television actor,0.1935839205980301
Q22575720,television producer,television producer,0.9139021039009094
Q3808153,adult entertainment industry,pornographic actor,0.24919356405735016
Q3938278,,kirkcaldy,-0.022642016410827637
Q4757263,united kingdom,united kingdom,0.9348112344741821
Q2645022,film actor,film actor,0.8629913330078125
Q2913252,duffin,duffin,0.8931649327278137
Q3304282,virginia beach,virginia beach,0.9005964398384094
Q4733452,,Alzheimer's disease,-0.09103965759277344
Q7173952,writer,writer,0.5618463158607483
Q921601,dalla,dalla,0.7858982086181641
Q7846939,rutter,rutter,0.9827187657356262
Q19588975,actres,actor,0.15664337575435638
Q13371958,,suicide,0.10325920581817627
Q6905075,stage actor,stage actor,0.8314184546470642
Q860176,1992,1992-11-25,0.45000940561294556
Q15461240,spring of 1977,1977-03-23,0.2125290036201477
Q14318886,actor,film actor,0.13960686326026917
Q20091017,australia,australia,0.7713078856468201
Q9025730,stage actor,stage actor,0.8314184546470642
Q6304468,actres,television actor,0.12972226738929749
Q1418254,film actor,film actor,0.8629913330078125
Q4283265,1924,1920-02-14,0.3159893751144409
Q607089,1913,1913-09-13,0.5953239798545837
Q26857960,film actor,film actor,0.8629913330078125
Q178046,westminster,westminster,0.949233889579773
Q657541,,edward cedric hardwicke,-0.040018752217292786
Q2374646,actor,actor,0.5767977237701416
Q264326,lindsay lohan,lindsay lohan,0.9600808620452881
Q7896961,united state,united state,0.9919833540916443
Q7087174,suffragist,suffragist,0.9203478693962097
Q13575399,1995,1995-04-04,0.4739673137664795
Q5106997,poole,poole,0.5653442740440369
Q529456,australia,australia,0.7713078856468201
Q2526597,,1939-01-01,0.09652502834796906
Q6187648,busley,busley,0.9417974352836609
Q16011610,,1986-07-02,0.05571474879980087
Q447703,actor,actor,0.5767977237701416
Q5364759,,united state,0.02185286581516266
Q2526352,rochester,rochester,0.9095481634140015
Q5230789,omaha,omaha,1.0112559795379639
Q5239201,bradford,bradford,0.9065579771995544
Q19519775,actor,actor,0.5767977237701416
Q6184611,warren,warren,0.9168261885643005
Q4813198,,united state,0.02185286581516266
Q5957558,united kingdom,united kingdom,0.9348112344741821
Q5591180,1996,1996-07-17,0.4338844418525696
Q2161635,callard,callard,0.984965980052948
Q6279555,film director,film director,0.893515944480896
Q255490,manufacturer,manufacturer,0.831176221370697
Q2460711,braverman,braverman,0.9985418319702148
Q6306633,fort lauderdale,fort lauderdale,0.8835893273353577
Q433106,actres,television actor,0.12972226738929749
Q4945326,,1933-06-28,0.1094369888305664
Q18618690,livingston,livingston,0.974304735660553
Q13605911,united state,united state,0.9919833540916443
Q5372028,emily leonard,emily leonard,0.9611137509346008
Q6185913,united state,united state,0.9919833540916443
Q7178647,david markham,david markham,0.8944777250289917
Q1821884,,detroit,0.038492120802402496
Q931534,screenwriter,screenwriter,0.8943785429000854
Q5111044,harno,harno,0.9935383796691895
Q113384,professional wrestler,actor,0.022019892930984497
Q5365444,1886,1886-08-05,0.4403051733970642
Q887778,1910,1910-11-09,0.4586371183395386
Q951224,mount tamalpai cemetery,mount tamalpai cemetery,0.968113124370575
Q4356246,actor,actor,0.5767977237701416
Q6968140,actres,film actor,0.08464165776968002
Q4678312,film actor,film actor,0.8629913330078125
Q915447,singer,singer,0.7661882042884827
Q15485768,united state,united state,0.9919833540916443
Q18165860,merlin,merlin,0.8885483741760254
Q6409532,film director,film director,0.893515944480896
Q2087969,actor,actor,0.5767977237701416
Q1720564,united kingdom,united kingdom,0.9348112344741821
Q211111,,golden globe award for new star of the year – actres,-0.02949237823486328
Q5129910,sidney greenbush,sidney greenbush,1.0034195184707642
Q61610349,viktor saltykov,viktor saltykov,1.0433809757232666
Q3702265,actor,actor,0.5767977237701416
Q4738066,actor,film actor,0.13960686326026917
Q2467858,,pari,0.10634131729602814
Q2852502,manhattan,manhattan,1.0094895362854004
Q5930868,1937,1937-10-29,0.48121553659439087
Q13560527,voice actor,actor,0.1728450059890747
Q3539035,television actor,television actor,0.8891075253486633
Q1294570,catherine norton sinclair,catherine norton sinclair,0.9865853190422058
Q6114637,polick,polick,0.9554038643836975
Q5698960,actres,actor,0.15664337575435638
Q28357632,brown,brown,0.8182452321052551
Q2960215,film actor,film actor,0.8629913330078125
Q340196,sanremo music festival,sanremo music festival 1964,0.6650580763816833
Q6519623,film actor,film actor,0.8629913330078125
Q1277934,mcintire,mcintire,1.0254690647125244
Q1703749,united state,united state,0.9919833540916443
Q22005844,nairobi,nairobi,0.9692493677139282
Q25144,british academy television award for best international programme,british academy television award for best international programme,0.9657821655273438
Q7312914,cuba,cuba,0.8010978102684021
Q18716205,september 1872,1872-09-03,0.7257022261619568
Q233017,actres,actor,0.15664337575435638
Q877103,united state,united state,0.9919833540916443
Q3338543,entrepreneur,businessperson,0.13482733070850372
Q7703635,actres,television actor,0.12972226738929749
Q5234223,composer,composer,0.7351817488670349
Q16150110,rutlish school,rutlish school,1.0007696151733398
Q239587,musician,guitarist,0.1405722200870514
Q7343509,1922-12-16,1922-12-16,0.9571118950843811
Q438604,daytime emmy award,daytime emmy award,0.9238584637641907
Q213567,,1977-07-27,0.06286904215812683
Q6547405,,united state,0.02185286581516266
Q3211798,gregory thoma mulleavy Jr.,gregory thoma mulleavy Jr.,1.0229798555374146
Q43255347,borger,borger,0.7085942029953003
Q4767460,united kingdom,united kingdom,0.9348112344741821
Q6730245,,united state,0.02185286581516266
Q43432,singer,lyricist,0.37412822246551514
Q1374499,actor,actor,0.5767977237701416
Q593735,hb studio,hb studio,0.9559155702590942
Q455913,illusionist,illusionist,0.8918855786323547
Q16043596,detroit,detroit,0.9418396353721619
Q44573283,kimber lynn eastwood,kimber lynn eastwood,0.9788087010383606
Q15905350,actres,actor,0.15664337575435638
Q184219,actres and film producer,film producer,0.3733166456222534
Q230782,theater performer,stage actor,0.31529688835144043
Q269890,comedian,television actor,0.11755654960870743
Q595627,1956-01-24,1956-01-24,0.9549298286437988
Q4952356,actor,actor,0.5767977237701416
Q933129,BAFTA's child & young person award - performer,BAFTA's child & young person award - performer,0.9416775703430176
Q1984549,actor,television actor,0.1935839205980301
Q1826885,sharon hugueny,sharon hugueny,0.9976218938827515
Q6849449,comedian,comedian,0.8146336078643799
Q13476360,1982,1982-11-08,0.3997460603713989
Q235460,,dan finnerty,0.014838024973869324
Q23761785,united state,united state,0.9919833540916443
Q6117356,lo angele county high school for the art,lo angele county high school for the art,0.9793684482574463
Q238219,athletic,athletic,0.8182154297828674
Q4685545,,voice,0.03794799745082855
Q4354912,,association football player,0.017597824335098267
Q1336963,bath,bath,0.7403144836425781
Q5416185,actres,actor,0.15664337575435638
Q3034858,dancer,dancer,0.6719051003456116
Q1934566,vietnam,vietnam,0.8090489506721497
Q365721,united state,united state,0.9919833540916443
Q455313,lancaster,lancaster,0.931418240070343
Q5042631,1981,1981-01-01,0.4853982925415039
Q5040302,held,held,0.7928129434585571
Q6988403,king edward vi grammar school in chelmsford,"king edward vi grammar School, chelmsford",0.7830825448036194
Q374273,michael armand hammer,michael armand hammer,0.9459770917892456
Q16014014,george brasno,george brasno,0.987507700920105
Q7347286,actor,actor,0.5767977237701416
Q8970502,"october 9, 1970",1970-10-09,0.7742629647254944
Q26378301,actres,film actor,0.08464165776968002
Q53821731,minneapoli,minneapoli,0.9144859910011292
Q5314636,voice actor,voice actor,0.8491813540458679
Q3481642,,comedy,0.0531645268201828
Q533315,united state,united state,0.9919833540916443
Q122123,new york city,new york city,0.9141663908958435
Q739663,athlete,athlete,0.6625184416770935
Q55935676,london,london,0.7344843745231628
Q22665712,,united state,0.02185286581516266
Q1108199,,london,0.05919251590967178
Q125485,,switzerland,-0.03134618699550629
Q22920351,manchester,manchester,0.9320140480995178
Q3017262,united state,united state,0.9919833540916443
Q7175591,film actor,film actor,0.8629913330078125
Q5929291,lo angele,lo angele,1.0596922636032104
Q57269693,,new york city,-0.008380591869354248
Q1818192,claire,claire,0.804902970790863
Q3981017,actor,actor,0.5767977237701416
Q6241956,guitar,keyboard instrument,0.14642277359962463
Q5119144,1987,1987-09-17,0.4315095543861389
Q15729542,london,london,0.7344843745231628
Q219519,musician,composer,0.09528162330389023
Q1291441,boston university college of fine art,boston university college of fine art,0.939777672290802
Q685603,singer,writer,0.07883451133966446
Q530213,singer and television actres,television actor,0.4040449857711792
Q20739000,"july 7, 1947",1947-07-05,0.7870011925697327
Q7037999,singer singer and music educator,music educator,0.4894002079963684
Q1189102,scientology,scientology,0.8922063708305359
Q6415385,united state,united state,0.9919833540916443
Q18358950,1928,1928-10-16,0.38156741857528687
Q18637243,Michaela-Moses ewuraba o Boakye-Collinson,Michaela-Moses ewuraba o Boakye-Collinson,0.9669557213783264
Q582041,new york city,new york city,0.9141663908958435
Q6669605,1870,1870-02-08,0.6243093609809875
Q23731534,,beverly hill,-0.030565455555915833
Q3832582,march 1948,1948-03-22,0.3964635133743286
Q3017422,socialist federal republic of yugoslavia,socialist federal republic of yugoslavia,0.9716541171073914
Q1190693,film producer,film producer,0.9118699431419373
Q5213153,actor,actor,0.5767977237701416
Q6771724,may 2023,2023-05-18,0.48302072286605835
Q23011651,2019-01-14,2019-04-23,0.29867756366729736
Q7441255,michael,michael,0.772121012210846
Q23883085,1985,1985-06-21,0.38087910413742065
Q453620,yara sayeh shahidi,yara sayeh shahidi,1.0150896310806274
Q11836951,stage actor,stage actor,0.8314184546470642
Q4720642,allerton,allerton,0.850226640701294
Q241841,january 1975,1975-01-14,0.6968641877174377
Q8977834,november 2021,1991-11-28,0.2530224025249481
Q6775280,actor,actor,0.5767977237701416
Q20685727,actor,actor,0.5767977237701416
Q152713,pete candoli,pete candoli,1.1090734004974365
Q2358294,fairleigh dickinson university,fairleigh dickinson university,0.9561676383018494
Q16013313,1994,1994-01-15,0.382407009601593
Q1943632,mccook,mccook,0.9892513155937195
Q6439757,actor,actor,0.5767977237701416
Q956275,white,white,0.728628396987915
Q10270324,performer,actor,0.18846160173416138
Q6408515,kickapoo high school,kickapoo high school,0.9899184703826904
Q61747141,new york city,new york city,0.9141663908958435
Q16104995,1938,1938-06-28,0.37553173303604126
Q2816311,,tony award for best actres in a musical,-0.0009763240814208984
Q1647123,aileen raymond,aileen raymond,0.968244731426239
Q930691,manning heath,manning heath,0.9487090110778809
Q713165,filmmaker,film director,0.18816611170768738
Q164534,,film producer,-0.02014249563217163
Q140181,television personality,television actor,0.2915886640548706
Q5110806,comedian,comedian,0.8146336078643799
Q469309,model,model,0.5310764312744141
Q21517665,united state,united state,0.9919833540916443
Q24444473,film actor,film actor,0.8629913330078125
Q131545,bes houdini,bes houdini,1.0420315265655518
Q223790,guildhall school of music and drama,guildhall school of music and drama,0.9638329148292542
Q336185,screenwriter,screenwriter,0.8943785429000854
Q286928,actres,actor,0.15664337575435638
Q5161853,television producer,television producer,0.9139021039009094
Q16090046,Houghton-le-Spring,Houghton-le-Spring,0.9752052426338196
Q359251,peacefully,natural cause,0.016874685883522034
Q5584495,actor,actor,0.5767977237701416
Q7079912,crane,crane,0.9638434648513794
Q6146983,harding,harding,0.9719423651695251
Q1334725,film producer,film producer,0.9118699431419373
Q390039,ardi ankerson,ardi ankerson,1.044914960861206
Q2942000,jonathan gordon,jonathan gordon,0.9842495322227478
Q19981170,philadelphia,philadelphia,0.9698807001113892
Q229050,,candy spelling,0.0405360609292984
Q719157,,2007-01-31,0.11472892016172409
Q2400077,1909,1909-09-22,0.47681593894958496
Q207458,royal academy of dramatic art,royal academy of dramatic art,0.9114124178886414
Q4974476,adult film actres,pornographic actor,0.4526023864746094
Q20973965,"october 14, 1907",1907-10-14,0.7494250535964966
Q6174432,,united state,0.02185286581516266
Q736300,leonard,leonard,0.9557996988296509
Q25189273,france,france,0.6696563363075256
Q2884027,united state,united state,0.9919833540916443
Q42943305,1991,1991-01-31,0.5260318517684937
Q233946,music,music composing,0.19232764840126038
Q1936733,rumson,rumson,0.9816398024559021
Q5132712,film actor,film actor,0.8629913330078125
Q6089554,suttie,suttie,1.014735221862793
Q1972434,actres,actor,0.15664337575435638
Q6779472,,2003-01-30,0.11705413460731506
Q1099307,united state,united state,0.9919833540916443
Q4792834,actor,actor,0.5767977237701416
Q6485348,honolulu,honolulu,1.0416233539581299
Q1351492,actor,actor,0.5767977237701416
Q2975587,hollywood,hollywood,0.7898563742637634
Q26062,writer,writer,0.5618463158607483
Q17184139,actor,actor,0.5767977237701416
Q4962895,robert,robert,0.8151528835296631
Q7331971,television acting,television actor,0.6826459765434265
Q3376428,appel,appel,0.7540187239646912
Q5719390,,united state,0.02185286581516266
Q6113863,rancho palo verde,rancho palo verde,1.0034948587417603
Q6968197,1983,1983-03-28,0.4511528015136719
Q47006108,film actor,film actor,0.8629913330078125
Q3569399,new hope,new hope,1.08283531665802
Q20684709,"may 9, 1983",1983-05-09,0.7977173924446106
Q1325733,united kingdom,united kingdom,0.9348112344741821
Q28848627,california,california,0.8659041523933411
Q6523076,acting,actor,0.28165173530578613
Q2175951,actres,television actor,0.12972226738929749
Q342774,nan grey,nan grey,0.9293941259384155
