id,answer,property_value,bleurt_score
Q17537157,darrin klimek,darrin klimek,0.9985131621360779
Q23767052,"manufacturer, actor, screenwriter, director",manufacturer,0.41311436891555786
Q5479848,larrimore,Q37079466,0.013768702745437622
Q183141,macalester college,macalester college,0.9455040097236633
Q553454,"film actor, television actor, and model",actor,0.3420565724372864
Q431204,monroe,monroe,0.9281443953514099
Q1567773,united kingdom,united kingdom,0.9348112344741821
Q5146235,actor,actor,0.5767977237701416
Q288652,australia,australia,0.7713078856468201
Q6098353,"january 10, 1947",1947-01-10,0.7500833868980408
Q47969761,united state,united state,0.9919833540916443
Q6230103,drew,drew,0.9838976263999939
Q691844,lo angele,lo angele,1.0596922636032104
Q448311,pornographic actor,pornographic actor,0.9147948026657104
Q6106682,united state,united state,0.9919833540916443
Q14948834,stage actor,stage actor,0.8314184546470642
Q2031061,television actor,actor,0.2646454870700836
Q6181319,television presenter and actor,actor,0.2993345558643341
Q16201999,"january 1, 1968",1968-01-01,0.6968587040901184
Q220949,são tomé and príncipe,são tomé and príncipe,0.9601753354072571
Q5602077,united kingdom,united kingdom,0.9348112344741821
Q3484238,chandler,chandler,1.0194728374481201
Q7609016,"january 1, 1931",1931-01-01,0.6989495754241943
Q492321,"entertainer, comedian, actor, voice actor",voice actor,0.4535038471221924
Q2302686,golden heart,golden heart (award),0.5732481479644775
Q272563,actres,film actor,0.08464165776968002
Q3431074,acting,acting,0.5752753615379333
Q45204977,parsa,parsa,1.015924096107483
Q15040582,lung cancer,natural cause,0.08606384694576263
Q55593476,"january 23, 1935",1935-01-23,0.7677990794181824
Q18544835,westview cemetery,westview cemetery,0.9300438165664673
Q6270741,"december 12, 2015",2015-12-12,0.9278138279914856
Q8016054,yonker,yonker,1.0683420896530151
Q2322541,"august 4, 1965",1965-08-04,0.8098854422569275
Q6543627,australia,australia,0.7713078856468201
Q516658,lo angele,lo angele,1.0596922636032104
Q509274,united state,united state,0.9919833540916443
Q6114821,natural cause,natural cause,0.9231284260749817
Q513849,sherman,sherman,0.9224267601966858
Q7668352,"Holyoke, massachusett",holyoke,0.5043084621429443
Q729572,actor,actor,0.5767977237701416
Q546467,actres,film actor,0.08464165776968002
Q633905,kao,kao,0.8619350790977478
Q18916,canada,canada,0.7601901292800903
Q1341481,screenwriter,screenwriter,0.8943785429000854
Q20056554,jame,jame,0.9502540826797485
Q5257672,"television actor, film actor, and singer",television actor,0.4629504084587097
Q4227431,dancer,dancer,0.6719051003456116
Q5289497,brooklyn,brooklyn,0.9519419074058533
Q28595126,"march 13, 1935",1935-03-13,0.8030306696891785
Q16206185,united state,united state,0.9919833540916443
Q7422787,national institute of dramatic art,national institute of dramatic art,0.9133296608924866
Q5293563,university of tennessee,university of tennessee,0.9329126477241516
Q6536830,glasgow,glasgow,0.9410240650177002
Q3713649,northamptonshire,northamptonshire,1.0101107358932495
Q7703596,newport beach,newport beach,0.9380743503570557
Q7172245,united state,united state,0.9919833540916443
Q2831,b howard,b howard,0.9771386981010437
Q371786,united state,united state,0.9919833540916443
Q433530,"january 2, 2011",2011-01-02,0.7501266002655029
Q50825616,reality television participant,reality television participant,0.9652301669120789
Q23872259,ziegler,ziegler,0.9187871217727661
Q3706766,rome,rome,0.7495970129966736
Q861201,stockton,stockton,0.9322026371955872
Q1342975,obduction,obduction,0.9943175315856934
Q11000372,actor,actor,0.5767977237701416
Q363793,"may 26, 1989",1989-05-26,0.8002263903617859
Q6142179,actor,television actor,0.1935839205980301
Q1351612,"january 22, 1962",1962-01-22,0.7663845419883728
Q1137851,united state,united state,0.9919833540916443
Q360927,padma shri,padma shri in art,0.6150265336036682
Q594144,new york city,new york city,0.9141663908958435
Q2606409,actor,actor,0.5767977237701416
Q346085,clarksville,clarksville,0.9339303374290466
Q860194,bilgho akaramata kora,bilgho akaramata kora,1.004062533378601
Q679983,united kingdom,united kingdom,0.9348112344741821
Q48699562,albany,albany,0.9435270428657532
Q15454331,actor,actor,0.5767977237701416
Q5522948,pierce,pierce,0.961048424243927
Q1277973,a star on the hollywood walk of fame,star on hollywood walk of fame,0.6741540431976318
Q3915268,holy cros cemetery,holy cros cemetery,0.9798902869224548
Q16194006,coleman,coleman,0.9057091474533081
Q7495407,united state,united state,0.9919833540916443
Q2348329,stage actor,stage actor,0.8314184546470642
Q1023663,gundersen,gundersen,0.9469092488288879
Q3783993,lo angele,lo angele,1.0596922636032104
Q2689275,fort wayne,fort wayne,0.9333202242851257
Q1699419,forest lawn memorial park,forest lawn memorial park,0.9327782988548279
Q1494521,united kingdom,united kingdom,0.9348112344741821
Q5551064,film actor,film actor,0.8629913330078125
Q2283199,bancroft school,bancroft school,0.9633657336235046
Q6776621,television actor,television actor,0.8891075253486633
Q6396856,"february 16, 1929",1929-02-16,0.7553043961524963
Q5487641,united state,united state,0.9919833540916443
Q861482,novelist and science fiction writer,actor,0.19700536131858826
Q24007699,united state,united state,0.9919833540916443
Q5947500,actres,television actor,0.12972226738929749
Q18211397,venezuela,venezuela,0.7892316579818726
Q532245,united state,united state,0.9919833540916443
Q3195180,united kingdom of great britain and ireland,united kingdom,0.46492457389831543
Q4808288,santa monica,santa monica,1.010830044746399
Q6763573,actor,actor,0.5767977237701416
Q24953988,,actor,0.02501051127910614
Q235075,united state,united state,0.9919833540916443
Q7352302,united state,united state,0.9919833540916443
Q4766289,actres,film actor,0.08464165776968002
Q726130,actor,stage actor,0.09086503833532333
Q3027902,homosexual,homosexuality,0.17102977633476257
Q22704603,"november 30, 1956",1956-11-30,0.7998915314674377
Q18378886,england,england,0.9851313233375549
Q7822710,actor,actor,0.5767977237701416
Q20179466,lo angele,lo angele,1.0596922636032104
Q510692,"may 2, 1972",1972-05-02,0.740932047367096
Q6880550,"actor and voice actor, stage magician",stage magician,0.45839548110961914
Q391095,pornographic actor,pornographic actor,0.9147948026657104
Q7359016,,actor,0.02501051127910614
Q235922,"july 25, 1988",1988-07-25,0.8313820362091064
Q4998951,united state,united state,0.9919833540916443
Q8006900,united state,united state,0.9919833540916443
Q21505799,joyner,joyner,0.9480945467948914
Q28732,huntington beach high school,huntington beach high school,0.9145672917366028
Q128121,dartford,dartford,0.9648627638816833
Q453353,richard marx,richard marx,0.9319308400154114
Q16621132,"september 27, 1915",1915-09-27,0.7943387031555176
Q1507708,"november 23, 1912",1912-11-23,0.7806164026260376
Q3761328,film actor,film actor,0.8629913330078125
Q443422,his voice,voice,0.24611763656139374
Q2924983,musician,musician,0.733916699886322
Q357656,brown university,brown university,0.9569975733757019
Q11329081,manila,manila,1.0072959661483765
Q3017220,david poole fronabarger,david poole fronabarger,1.0141924619674683
Q552026,lily allen,lily allen,1.033041000366211
Q6242950,william,william,0.7644957304000854
Q17505015,"february 1, 2000",2000-02-01,0.7123820185661316
Q7272452,united state,united state,0.9919833540916443
Q3515222,mason city,mason city,0.9343615770339966
Q1293126,ann sheridan,ann sheridan,1.0616586208343506
Q29553736,television and film actor,actor,0.3366992473602295
Q1643853,new london county,new london county,0.9425283074378967
Q4912627,"january 1, 1999",1999-01-01,0.7349662780761719
Q6397150,actor,actor,0.5767977237701416
Q7801403,san francisco,san francisco,0.949722945690155
Q2033544,new york city,new york city,0.9141663908958435
Q5388687,preminger,preminger,0.9784705638885498
Q17270160,united state,united state,0.9919833540916443
Q23008465,pittsburgh,pittsburgh,0.9497086405754089
Q1672548,united state,united state,0.9919833540916443
Q2833080,"comedian, actor, television presenter, singer",comedian,0.4837791919708252
Q492789,lo angele,lo angele,1.0596922636032104
Q18964050,budapest,budapest,0.9569121599197388
Q6312295,united state,united state,0.9919833540916443
Q16186357,actor,actor,0.5767977237701416
Q20687431,television actor,television actor,0.8891075253486633
Q228875,the chronicle of Narnia: prince caspian,the chronicle of Narnia: prince caspian,1.0158417224884033
Q349529,"march 30, 1973",1973-03-30,0.8098885416984558
Q5043468,united state,united state,0.9919833540916443
Q18921374,bain,bain,0.651278555393219
Q16014058,united kingdom,united kingdom,0.9348112344741821
Q200194,cleveland high school,cleveland high school,0.9613798260688782
Q236738,antony ressler,antony ressler,0.9385712742805481
Q6911763,belinda carlisle,belinda carlisle,1.014460802078247
Q297552,"may 30, 1964",1964-05-30,0.813877522945404
Q3048181,north bend,north bend,0.9473414421081543
Q2865308,dub actor,dub actor,0.9439070820808411
Q56376209,"july 5, 2006",2006-07-05,0.9265965819358826
Q22704681,actres,actor,0.15664337575435638
Q166420,lamour,lamour,0.949624240398407
Q7324644,"december 11, 1953",1953-12-11,0.7572994828224182
Q22927745,mccormick,mccormick,0.9106749892234802
Q5267495,griffin,griffin,0.9807680249214172
Q1387756,actor,actor,0.5767977237701416
Q313013,carnie wilson,carnie wilson,0.9865744709968567
Q15447543,jeter,jeter,0.9605417251586914
Q3569342,london,london,0.7344843745231628
Q3287801,trenton,trenton,0.9489500522613525
Q181806,united kingdom,united kingdom,0.9348112344741821
Q6832171,television actor,actor,0.2646454870700836
Q8073277,kent,kent,0.6988428235054016
Q4141358,+2000-00-00T00:00:00Z,+2000-00-00T00:00:00Z,0.9072912335395813
Q7437411,"april 15, 1977",1977-04-15,0.7793354392051697
Q2080114,"january 27, 1969",1969-01-27,0.7857422828674316
Q27601724,nagaiti,nagaiti,1.042701244354248
Q155116,"september 13, 2001",2001-09-13,0.8275385499000549
Q313657,royal conservatoire of scotland,royal conservatoire of scotland,1.0280340909957886
Q16117040,voice actor,voice actor,0.8491813540458679
Q231214,actres and playwright,stage actor,0.21682046353816986
Q1334296,wilfrid hyde white,wilfrid hyde white,0.9899809956550598
Q45563,jame david rodríguez,jame david rodríguez,0.9843791127204895
Q3929913,television actor,actor,0.2646454870700836
Q1989416,,grafton,0.06669881939888
Q3953566,actor,film actor,0.13960686326026917
Q16221807,united state,united state,0.9919833540916443
Q4994464,film actor and stage actor,actor,0.3126882314682007
Q545858,golden globe award for best actor in a leading role,golden globe award for best actor in a leading role,0.9162721037864685
Q6234410,actor,television actor,0.1935839205980301
Q1305044,actor,film actor,0.13960686326026917
Q7913316,"february 21, 1957",1957-02-21,0.7452617287635803
Q19611078,galatasaray university,galatasaray university,0.971811056137085
Q16107536,television actor,actor,0.2646454870700836
Q1631875,writer,creative and professional writing,0.08745618164539337
Q7357816,"november 23, 1914",1914-11-23,0.7723036408424377
Q1355048,actor,film actor,0.13960686326026917
Q3856268,actor,actor,0.5767977237701416
Q3189245,robert mitchum,robert mitchum,0.9262462854385376
Q1683904,everly,everly,0.9745089411735535
Q469145,united kingdom,united kingdom,0.9348112344741821
Q462368,actres,stage actor,0.08603935688734055
Q2784186,actres,actor,0.15664337575435638
Q4878518,united state,united state,0.9919833540916443
Q6829651,malibu,malibu,0.8939321637153625
Q2104118,film actor,film actor,0.8629913330078125
Q5584895,"december 26, 1922",1922-12-26,0.7679014801979065
Q3182358,"university of michigan college of Literature, Science, and the art","university of michigan college of Literature, Science, and the art",0.9739857316017151
Q6152402,"july 16, 1927",1927-07-16,0.8050984740257263
Q6758291,united state,united state,0.9919833540916443
Q5701905,"january 1, 1933",1933-01-01,0.6984674334526062
Q181229,actres,voice actor,0.04252912104129791
Q21472662,united state,united state,0.9919833540916443
Q261694,united state,united state,0.9919833540916443
Q7647635,"january 17, 2010",2010-01-17,0.7634184956550598
Q967182,acting,acting,0.5752753615379333
Q444224,musician and recording artist,record producer,0.28340503573417664
Q2308789,television actor,actor,0.2646454870700836
Q8003106,screenwriter,screenwriter,0.8943785429000854
Q4724974,sarah lawrence college,sarah lawrence college,0.9716315865516663
Q6836817,lucille lortel award for outstanding featured actres in a play,lucille lortel award for outstanding featured actres in a play,0.9610261917114258
Q24205010,fellow of the academy of the social science in australia,fellow of the academy of the social science in australia,0.9790458083152771
Q7791245,actor,actor,0.5767977237701416
Q5485749,"february 22, 1824",1824-02-22,0.784911572933197
Q159166,urumi,urumi,0.988621175289154
Q26208665,united state,united state,0.9919833540916443
Q453792,warwick,warwick,0.8933724761009216
Q16150573,sauk village,sauk village,1.0144171714782715
Q5220265,white person,white person,0.9410954117774963
Q105695,young artist award for best performance in a feature film - young ensemble cast,young artist award for best performance in a feature film - young ensemble cast,0.9630506634712219
Q18378434,"film actor, stage actor, television actor, and voice actor",actor,0.40351855754852295
Q3566393,actor,actor,0.5767977237701416
Q22752847,katherine wallach,katherine wallach,1.0402461290359497
Q15794601,film actor,actor,0.24699276685714722
Q5702968,nigerian,nigeria,0.5362569093704224
Q3178996,virginia warwick,virginia warwick,0.9327958226203918
Q21540784,actor,actor,0.5767977237701416
Q551305,michael joseph stephen dudikoff Jr.,michael joseph stephen dudikoff Jr.,1.0391457080841064
Q519606,showman,showman,0.9187771677970886
Q55159909,canada,canada,0.7601901292800903
Q24809826,cardinale,cardinale,0.993906557559967
Q5214780,united state navy,united state navy,1.0541733503341675
Q2062653,bedford hill,bedford hill,0.9532933235168457
Q11836448,united state,united state,0.9919833540916443
Q23691975,united state,united state,0.9919833540916443
Q5173577,eva alexander,eva alexander,0.9629095196723938
Q236755,lesbian,lesbianism,0.20376695692539215
Q318412,normandy landing,normandy landing,0.9585059881210327
Q3052276,"march 19, 1987",1987-03-19,0.8386287689208984
Q23930903,"november 13, 1953",1953-11-13,0.7498055100440979
Q2434817,"film producer, screenwriter, television actor, stage actor",film producer,0.4506570100784302
Q719878,canada,canada,0.7601901292800903
Q18619474,new york city,new york city,0.9141663908958435
Q2528430,university of minnesota,university of minnesota,0.8918786644935608
Q826559,"january 21, 1917",1917-01-21,0.7869864702224731
Q2986454,united state,united state,0.9919833540916443
Q7562990,actor,actor,0.5767977237701416
Q272917,a star on the hollywood walk of fame,star on hollywood walk of fame,0.6741540431976318
Q4759003,toronto,toronto,0.9552290439605713
Q7430471,"april 7, 1985",1985-04-07,0.7729024887084961
Q5485176,"april 13, 2013",2013-04-13,0.8711649775505066
Q203268,united state,united state,0.9919833540916443
Q21872410,"august 27, 1985",1985-08-27,0.8447709679603577
Q4897497,his voice,voice,0.24611763656139374
Q5049327,"july 31, 1964",1964-07-31,0.802794873714447
Q1605965,"may 21, 1918",1918-05-21,0.7747474312782288
Q810028,"january 18, 1938",1938-01-18,0.7322190403938293
Q274824,long beach,long beach,0.9034306406974792
Q719359,actor,television actor,0.1935839205980301
Q32452,actor,film actor,0.13960686326026917
Q8002662,"film actor, film screenwriter, television actor",film actor,0.4908473491668701
Q4975986,new york city,new york city,0.9141663908958435
Q6776923,united kingdom,united kingdom,0.9348112344741821
Q5032109,actres,film actor,0.08464165776968002
Q7345626,"july 29, 1924",1924-07-29,0.8095415234565735
Q5216650,television actor,actor,0.2646454870700836
Q12245213,egypt,egypt,0.733871579170227
Q72756,simi valley,simi valley,0.9603099822998047
Q5584962,united kingdom,united kingdom,0.9348112344741821
Q7927137,england,england,0.9851313233375549
Q456433,actres,television actor,0.12972226738929749
Q6808017,"Washington, D.C.","Washington, D.C.",0.8961753249168396
Q3193969,actres and reality television participant,reality television participant,0.5756903886795044
Q207852,anne brewster well,anne brewster well,0.9069671034812927
Q5497449,burtwell,burtwell,0.9464829564094543
Q7968463,"november 30, 1981",1981-11-30,0.8003607988357544
Q11710888,united state,united state,0.9919833540916443
Q3830899,stage actor,stage actor,0.8314184546470642
Q7823710,riverside,riverside,0.9434380531311035
Q4772518,united kingdom,united kingdom,0.9348112344741821
Q4899400,united kingdom,united kingdom,0.9348112344741821
Q4662435,maidstone,maidstone,0.9383298754692078
Q3181788,television actor,television actor,0.8891075253486633
Q454944,Alzheimer's disease,Alzheimer's disease,0.9192174077033997
Q5761057,new york city,new york city,0.9141663908958435
Q3128890,pacific grove,pacific grove,0.946173369884491
Q441990,florence,florence,0.9786661863327026
Q4273978,television producer,television producer,0.9139021039009094
Q4805428,louisville,louisville,0.9376416802406311
Q62007121,"january 1, 1980",1980-01-01,0.7059340476989746
Q23833720,milwaukee,milwaukee,0.9917011857032776
Q164069,theatre world award,theatre world award,0.9600126147270203
Q508778,television actor,television actor,0.8891075253486633
Q3403698,"april 15, 1924",1924-04-15,0.7282866835594177
Q21283258,"may 2, 1917",1917-05-02,0.74602872133255
Q6126868,"october 9, 1985",+1985-00-00T00:00:00Z,0.2981973886489868
Q16059178,kiskadden,Q351735,0.04702123999595642
Q16189278,gould,gould,1.0077719688415527
Q24718287,jon favreau,jon favreau,1.0153546333312988
Q17466412,united state,united state,0.9919833540916443
Q5525287,united state,united state,0.9919833540916443
Q30158369,comedian,comedian,0.8146336078643799
Q2593522,film actor,film actor,0.8629913330078125
Q6708940,television and film actor,actor,0.3366992473602295
Q6763581,"november 3, 2007",2007-11-03,0.7936490178108215
Q461691,memphi,memphi,0.9524391293525696
Q27997857,"may 25, 1981",1981-05-25,0.8153378367424011
Q15808775,new orlean,new orlean,0.9507079720497131
Q2831060,actor,actor,0.5767977237701416
Q3244483,crow,crow,0.9132992625236511
Q726298,actor,actor,0.5767977237701416
Q1288128,actor,actor,0.5767977237701416
Q1973276,lo angele,lo angele,1.0596922636032104
Q1343162,new hampshire wildcat men's ice hockey team,new hampshire wildcat men's ice hockey,0.8386927247047424
Q6262977,television actor,actor,0.2646454870700836
Q3299759,actor,stage actor,0.09086503833532333
Q7553079,film actor,film actor,0.8629913330078125
Q4275790,film actor,actor,0.24699276685714722
Q718193,"november 23, 1973",1973-11-23,0.7908326983451843
Q327732,film producer,film producer,0.9118699431419373
Q337508,lawyer,lawyer,0.6745656132698059
Q7408632,film director,film director,0.893515944480896
Q3757151,"september 6, 1959",1959-09-06,0.8167550563812256
Q3616285,south korea,south korea,0.9423980712890625
Q320036,united state,united state,0.9919833540916443
Q46994907,united state,united state,0.9919833540916443
Q1354429,united state,united state,0.9919833540916443
Q1683879,brook,brook,0.8442853689193726
Q3181696,television actor,actor,0.2646454870700836
Q16670062,pari,pari,0.6237179040908813
Q668612,television presenter,television presenter,0.943567156791687
Q456426,framingham,framingham,0.9720529913902283
Q1807945,koho Mori-Newton,koho Mori-Newton,1.0017176866531372
Q1997382,rachel pace,rachel pace,0.9683331847190857
Q937805,"singer, rapper, actor",actor,0.3631938695907593
Q4530173,actor and stunt performer,stunt performer,0.4336841106414795
Q4741223,united state,united state,0.9919833540916443
Q4935646,united state,united state,0.9919833540916443
Q47009376,canada,canada,0.7601901292800903
Q242484,"july 10, 1983",1983-07-10,0.8345500826835632
Q1057878,"Washington, D.C.","Washington, D.C.",0.8961753249168396
Q335680,saugerty high school,saugerty high school,0.9796121716499329
Q1235215,"writer, journalist, and actor",film acting,0.23135457932949066
Q3440043,,fall river,0.03989264369010925
Q3497979,lo angele,lo angele,1.0596922636032104
Q449127,film and television actor,actor,0.296451598405838
Q23688866,united kingdom of great britain and ireland,united kingdom of great britain and ireland,0.997732937335968
Q6271925,screenwriter,screenwriter,0.8943785429000854
Q6764773,west hill,west hill,0.9665777087211609
Q3101599,the voice,voice,0.2827129065990448
Q3713508,san jose,san jose,0.9933339953422546
Q260969,melina mercouri,melina mercouri,1.0441381931304932
Q4965530,"november 30, 1965",1965-11-30,0.7964873909950256
Q591270,"writer guild of America, west","writer guild of America, west",0.9545766711235046
Q4864430,jack livesey,jack livesey,0.8808345198631287
Q4975217,manchester,manchester,0.9320140480995178
Q447584,turner,turner,0.8912670612335205
Q2076153,fort lauderdale,fort lauderdale,0.8835893273353577
Q11862854,beaufort,beaufort,0.9653001427650452
Q6411347,,maggie mae hathaway,-0.02376691997051239
Q776601,actor,actor,0.5767977237701416
Q2621215,pasadena,pasadena,1.0540761947631836
Q2011211,"august 29, 1891",1891-08-29,0.8790701031684875
Q237659,congregational church,congregational church,0.9456638693809509
Q1189470,theatre world award,theatre world award,0.9600126147270203
Q5294410,actor,actor,0.5767977237701416
Q5334691,armuchee high school,armuchee high school,0.9611416459083557
Q1902549,"television actor, screenwriter, film director",television actor,0.4590855836868286
Q1513826,"august 14, 1994",1994-08-14,0.7801340818405151
Q3188034,film actor,film actor,0.8629913330078125
Q6066018,wood,wood,0.7470796704292297
Q2625632,"march 6, 1991",1991-03-06,0.79041987657547
Q23900760,film actor,film actor,0.8629913330078125
Q531461,toronto,toronto,0.9552290439605713
Q929526,actor,film actor,0.13960686326026917
Q7172168,lo angele,lo angele,1.0596922636032104
Q461990,united kingdom,united kingdom,0.9348112344741821
Q259571,hale,hale,0.8083165884017944
Q1063252,,playboy playmate of the month,-0.021721556782722473
Q1086566,actor,television actor,0.1935839205980301
Q932019,juan antonio garcía bayona,juan antonio garcía bayona,1.0144487619400024
Q4355628,weisz,weisz,0.9207127690315247
Q5651435,kenosha,kenosha,0.9865804314613342
Q3942360,presenter,presenter,0.7933667898178101
Q5239519,television actor,actor,0.2646454870700836
Q3498628,"february 26, 1935",1935-02-26,0.7454826235771179
Q1190974,actor,actor,0.5767977237701416
Q5242344,"january 1, 1941",1941-01-01,0.7199498414993286
Q22815277,"november 1, 1944",1944-11-01,0.7414570450782776
Q1190241,"april 26, 1983",1983-04-26,0.7838990092277527
Q3616537,united state,united state,0.9919833540916443
Q1506941,sally home,sally home,0.9703773856163025
Q21155081,"university of California, santa cruz","university of California, santa cruz",1.0069146156311035
Q4260869,musso,musso,0.99705570936203
Q641197,"january 1, 1887",1887-01-01,0.7544626593589783
Q11930,villa park high school,villa park high school,0.9245380163192749
Q4101349,actres,film actor,0.08464165776968002
Q44414,director,director,0.6410928964614868
Q134077,"march 7, 1970",+1971-00-00T00:00:00Z,0.2178989201784134
Q4356358,actor,voice actor,0.09630686044692993
Q3176720,,model,0.19781048595905304
Q6199681,boston,boston,0.8581417202949524
Q11832943,"actor, ballet dancer, theatrical director, music director",music director,0.43974488973617554
Q1026532,new york university,new york university,0.9080597758293152
Q18638577,actor,television actor,0.1935839205980301
Q520651,"january 23, 1972",1972-01-23,0.7456294894218445
Q77298,actor,character actor,0.11660616844892502
Q3126583,"actor, film director, screenwriter, and film producer",actor,0.396109402179718
Q59588702,actor,actor,0.5767977237701416
Q21621919,tarrant county college,tarrant county college,1.0858174562454224
Q5968121,"may 15, 1893",1893-05-15,0.7879521250724792
Q2249250,natural cause,natural cause,0.9231284260749817
Q2628993,actor,stage actor,0.09086503833532333
Q5234741,television and film actor,actor,0.3366992473602295
Q3805565,,lo angele,0.021558478474617004
Q4706916,united state,united state,0.9919833540916443
Q4076606,kidney disease,kidney disease,0.9472001194953918
Q298437,united state,united state,0.9919833540916443
Q7116739,yue,yue,0.9057981371879578
Q5548237,benenden school,benenden school,0.9351573586463928
Q637168,+1984-00-00T00:00:00Z,+1984-00-00T00:00:00Z,0.8385762572288513
Q7227826,"may 21, 2014",2014-05-21,0.8772270679473877
Q7424039,film actor,film actor,0.8629913330078125
Q6688996,actor,actor,0.5767977237701416
Q3852330,actor,actor,0.5767977237701416
Q55639319,islam,islam,0.8064001202583313
Q18162892,united kingdom of great britain and ireland,united kingdom,0.46492457389831543
Q113206,film director,director,0.2716367244720459
Q4468426,"november 23, 1922",1922-11-23,0.7663722634315491
Q16018421,bristol,bristol,1.0029797554016113
Q5365325,film actor,actor,0.24699276685714722
Q16741622,"june 22, 1973",1973-06-22,0.7157848477363586
Q722001,acting,acting,0.5752753615379333
Q2893838,"july 19, 1975",1975-07-19,0.8271470665931702
Q446104,domińczyk,domińczyk,0.9467269778251648
Q961610,,forest lawn memorial park,0.00704742968082428
Q7966451,"november 2, 1899",1899-11-02,0.7692379355430603
Q13581033,united kingdom of great britain and ireland,united kingdom of great britain and ireland,0.997732937335968
Q5235931,hollyoak,hollyoak,1.0080188512802124
Q3048680,san francisco bay area,san francisco bay area,0.9429741501808167
Q2570042,guinnes world record award,guinnes world record,0.5526904463768005
Q702508,"record producer, actor, singer, songwriter",record producer,0.495478093624115
Q4885772,film actor,film actor,0.8629913330078125
Q7408721,actor,actor,0.5767977237701416
Q20894406,artist,photographer,0.11173804104328156
Q4480596,pneumonia,pneumonia,0.9233587384223938
Q3807704,forest lawn memorial park,forest lawn memorial park,0.9327782988548279
Q6193370,"february 4, 1983",1983-02-04,0.7141554951667786
Q511760,actor,actor,0.5767977237701416
Q12812557,united kingdom,united kingdom,0.9348112344741821
Q268076,"april 11, 2000",2000-04-11,0.7906494736671448
Q5083209,voice,voice,0.4867112636566162
Q2761980,voice actor and actor,puppeteer,0.006454199552536011
Q322521,film director,film director,0.893515944480896
Q2347861,geary,geary,0.9796441793441772
Q202319,united state,united state,0.9919833540916443
Q228699,"Sharon's life wa cut short when he became a victim of the tate murder on august 9, 1969.",tate murder,0.3295760154724121
Q5548878,ame,ame,0.7075198292732239
Q2813930,lynch,lynch,0.9381822943687439
Q295498,"film actor, television actor, film producer",film producer,0.5630553364753723
Q16010959,"march 1, 1946",1946-03-01,0.8019507527351379
Q3560679,film actor,film actor,0.8629913330078125
Q6265636,"august 3, 1917",1917-08-03,0.8136417269706726
Q5460781,hollywood,hollywood,0.7898563742637634
Q33026755,united state,united state,0.9919833540916443
Q5501008,"may 5, 1899",1899-05-05,0.7856451869010925
Q436894,film actor,film actor,0.8629913330078125
Q433415,"october 20, 1985",1985-10-20,0.716985285282135
Q23908934,actres,actor,0.15664337575435638
Q4275786,film actor,actor,0.24699276685714722
Q7298176,pneumonia,pneumonia,0.9233587384223938
Q25999439,actor,actor,0.5767977237701416
Q462292,pornographic actor,actor,0.19546827673912048
Q1546848,"january 8, 1939",1939-01-08,0.7059296369552612
Q40523,catholic,catholicism,0.26352137327194214
Q3178866,piano,piano,0.7111830115318298
Q5083428,film actor,film actor,0.8629913330078125
Q2377574,"july 21, 1982",1982-07-21,0.7847960591316223
Q7351050,film actor,film actor,0.8629913330078125
Q1057727,disc jockey,disc jockey,0.8830841183662415
Q2266786,television actor,television actor,0.8891075253486633
Q6838341,melbourne,melbourne,0.906813383102417
Q3783517,northup,northup,0.9930729269981384
Q5245920,pornographic actor,pornographic actor,0.9147948026657104
Q259047,actres and singer,actor,0.22582685947418213
Q3216357,united kingdom,united kingdom,0.9348112344741821
Q2019735,"television personality, actor, model, film producer",television personality,0.5046685934066772
Q446227,cochrane,cochrane,0.9788604378700256
Q242949,mckellar,mckellar,1.0126442909240723
Q232292,actres,stage actor,0.08603935688734055
Q6169136,fairtex gym,fairtex gym,0.9655158519744873
Q439174,actor,comedian,0.17588168382644653
Q3605825,actres,film actor,0.08464165776968002
Q15679593,florida,florida,0.839749276638031
Q530810,santa barbara,santa barbara,0.9774439334869385
Q20630599,television actor,television actor,0.8891075253486633
Q5669543,actor,actor,0.5767977237701416
Q15838569,san diego,san diego,0.9886370897293091
Q3381852,film actor,film actor,0.8629913330078125
Q2323644,keaton,keaton,1.013906717300415
Q242676,actres and singer,actor,0.22582685947418213
Q4772449,forest lawn memorial park,forest lawn memorial park,0.9327782988548279
Q3950346,"january 6, 2024",2024-01-06,0.719652533531189
Q7702109,television actor,television actor,0.8891075253486633
Q6499406,film actor,actor,0.24699276685714722
Q5290626,actor,film actor,0.13960686326026917
Q310343,tuesday weld,tuesday weld,1.0190749168395996
Q3305912,christopher john knight,christopher john knight,0.911220371723175
Q4877166,north hollywood,north hollywood,0.9103022813796997
Q541110,"december 3, 1879",1879-12-03,0.7325394153594971
Q706117,aurora central catholic high school,aurora central catholic high school,0.9593064188957214
Q6192874,"january 8, 1937",1937-01-08,0.7436010241508484
Q3337679,film actor,film actor,0.8629913330078125
Q3567378,"august 4, 1913",1913-08-04,0.8023540377616882
Q234163,london,london,0.7344843745231628
Q5236875,King,King,0.7311758399009705
Q15997883,film actor,actor,0.24699276685714722
Q1284974,united state,united state,0.9919833540916443
Q4844079,lynch,lynch,0.9381822943687439
Q50840562,drama school of the greek art theatre,drama school of the greek art theatre,0.9385747313499451
Q5297826,television actor,actor,0.2646454870700836
Q4354281,pembroke college,pembroke college,0.8916913866996765
Q11954863,pidgeon,pidgeon,0.9836491942405701
Q6177769,university of pittsburgh,university of pittsburgh,0.9237650036811829
